Accession #,Research_note,,,,,,Family,collector_no,,Country,,Collected_Date,Depth,Det_Date,Determiner,,Notes,,,,,Genus,geo_locate,geo,geo_year,geo_source,geo_Lat_dd,geo_Lat_deg,geo_Lat_min,geo_Lat_sec,geo_Long_dd,geo_Long_deg,geo_Long_min,geo_Long_sec,coord_source,,Habitat,Insitution,,curation_notes,Locality,,,,Sci_name,other_collectors,Phylum,Collector,Project_id,state_province,,reproduction,research_annot,,species,authority,,,,type_status,,,,datum,Lat_deg,Lat_min,Lat_sec,Long_deg,Long_min,Long_sec
A89656,,,,,,,,PTM-346,Yes,Canada,,2011 Sep 15,,2011,Patrick T. Martone,,"very reproductive, coralline crust",,,,,"""Coralline""",Crystal Kwong,0,2018,Unknown,48.858503,48.858503,,,-125.159612,-125.159612,,,Verbatim from Collector/Sheet,,Low intertidal,UBC,,,"Vancouver Island, Bamfield, Wizard Island",,,,"""Coralline"" by Patrick T. Martone 2011",,,Patrick T. Martone,2014OctDani,British Columbia,,,,,,,,,,,,,,,48.858503,,,-125.159612,,
A89660,"Corallina arbuscula, species determination supported by rbcL sequence (messy sequence) Det. Katy R. Hind 2013, University of British Columbia Herbarium",,,,,,Florideophyceae,PTM-309,Yes,Canada,,2011 Aug 12,,2013,Katy R. Hind,,most likely mixed collection,,,,,Corallina,Crystal Kwong,0,2018,Unknown,51.651533,51.651533,,,-128.146583,-128.146583,,,Verbatim from Collector/Sheet,,Mid intertidal,UBC,,"On loan to Martone lab, 2017 Oct (UBC_2017_A5)","Hakai Luxvbalis Conservancy, Calvert Island, West beach boulders",,,,Corallina officinalis var. chilensis by Patrick T. Martone 2011,,Rhodophyta,Patrick T. Martone,PTM2017-2,British Columbia,,,,,arbuscula,Postels & Ruprecht,,,,,,,,,51.651533,,,-128.146583,,
A89661,"Corallina arbuscula, species determination supported by rbcL sequence Det. Katy R. Hind 2013, University of British Columbia Herbarium",,,,,,Florideophyceae,PTM-310,Yes,Canada,,2011 Aug 11,,2013,Katy R. Hind,,note classic morph and spindly branches,,,,,Corallina,Crystal Kwong,0,2018,Unknown,51.651533,51.651533,,,-128.146583,-128.146583,,,Verbatim from Collector/Sheet,,Mid intertidal,UBC,,"On loan to Martone lab, 2017 Oct (UBC_2017_A5)","Hakai Luxvbalis Conservancy, Calvert Island, West beach boulders",,,,Corallina officinalis var. chilensis by Patrick T. Martone 2011,,Rhodophyta,Patrick T. Martone,PTM2017-2,British Columbia,,,,,arbuscula,Postels & Ruprecht,,,,,,,,,51.651533,,,-128.146583,,
A89662,"Corallina sp. 1frondescens, species determination supported by rbcL sequence Det. Katy R. Hind 2013, University of British Columbia Herbarium",,,,,,Florideophyceae,PTM-311,Yes,Canada,,2011 Aug 11,,2013,Katy R. Hind,,similar to Corallina officinalis,,,,,Corallina,Crystal Kwong,0,2018,Unknown,51.651533,51.651533,,,-128.146583,-128.146583,,,Verbatim from Collector/Sheet,,Mid intertidal,UBC,,"On loan to Martone lab, 2017 Oct (UBC_2017_A5)","Hakai Luxvbalis Conservancy, Calvert Island, West beach boulders",,,,Corallina frondescens by Patrick T. Martone 2011,,Rhodophyta,Patrick T. Martone,PTM2017-2,British Columbia,,,,,sp.,,,,,,,,,,51.651533,,,-128.146583,,
A89663,,,,,,,,PTM-350,Yes,Italy,,2012 May 28,,2012,Patrick T. Martone,,bumpy crusts; perhaps bases of Corallina sp.?,,,,,"""Coralline""",Crystal Kwong,0,2018,Unknown,43.476327,43.476327,,,10.329444,10.329444,,,Verbatim from Collector/Sheet,,"Mid intertidal tidepool, with Ulva sp. and Corallina sp.",UBC,,,2 km south of Livorno,,,,"""Coralline"" by Patrick T. Martone 2012",,,Patrick T. Martone,2014OctDani,,,,,,,,,,,,,,,,43.476327,,,10.329444,,
A89664,,,,,,,,PTM-351,Yes,Italy,,2012 May 28,,2012,Patrick T. Martone,,smooth gray crust,,,,,"""Coralline""",Crystal Kwong,0,2018,Unknown,43.476327,43.476327,,,10.329444,10.329444,,,Verbatim from Collector/Sheet,,Low intertidal tidepool,UBC,,,2 km south of Livorno,,,,"""Coralline"" by Patrick T. Martone 2012",,,Patrick T. Martone,2014OctDani,,,,,,,,,,,,,,,,43.476327,,,10.329444,,
A89665,"No genetic determination Det. Patrick T. Martone and Katy R. Hind 2013, University of British Columbia Herbarium",,,,,,Florideophyceae,PTM-314,Yes,Canada,,2011 Aug 12,,2011,Patrick T. Martone,,note the terete tips,,,,,Corallina,Crystal Kwong,0,2018,Unknown,51.651533,51.651533,,,-128.146583,-128.146583,,,Verbatim from Collector/Sheet,,Low intertidal,UBC,,"On loan to Martone lab, 2017 Oct (UBC_2017_A5)","Hakai Luxvbalis Conservancy, Calvert Island, West beach boulders",,,,Corallina officinalis var. chilensis by Patrick T. Martone 2011,,Rhodophyta,Patrick T. Martone,PTM2017-2,British Columbia,,,,,officinalis,Linnaeus,,,,,,chilensis,(Decaisne) KÌ_tzing,,51.651533,,,-128.146583,,
A89666,,,,,,,,PTM-352,Yes,Italy,,2012 May 28,,2012,Patrick T. Martone,,"epiphytic and epilithic, mixed with other algae",,,,,Jania,Crystal Kwong,0,2018,Unknown,43.476327,43.476327,,,10.329444,10.329444,,,Verbatim from Collector/Sheet,,Low intertidal tidepool,UBC,,,2 km south of Livorno,,,,Jania sp. by Patrick T. Martone 2012,,,Patrick T. Martone,2014OctDani,,,,,,sp.,,,,,,,,,,43.476327,,,10.329444,,
A89667,,,,,,,,PTM-353,Yes,Italy,,2012 May 28,,2012,Patrick T. Martone,,mixed collection?,,,,,Corallina,Crystal Kwong,0,2018,Unknown,43.476327,43.476327,,,10.329444,10.329444,,,Verbatim from Collector/Sheet,,Low intertidal,UBC,,,2 km south of Livorno,In crevice near mussels,,,Corallina elongata by Patrick T. Martone 2012,,,Patrick T. Martone,2014OctDani,,,,,,elongata,,,,,,,,,,43.476327,,,10.329444,,
A89668,,,,,,,,PTM-354,Yes,Italy,,2012 May 28,,2012,Patrick T. Martone,,,,,,,Amphiroa,Crystal Kwong,0,2018,Unknown,43.476327,43.476327,,,10.329444,10.329444,,,Verbatim from Collector/Sheet,,Mid intertidal,UBC,,,2 km south of Livorno,On side wall of large deep tidepool,,,Amphiroa sp. by Patrick T. Martone 2012,,,Patrick T. Martone,2014OctDani,,,,,,sp.,,,,,,,,,,43.476327,,,10.329444,,
A89669,"Bossiella frondescens, species determination supported by rbcL sequence Det. Katy R. Hind 2013, University of British Columbia Herbarium",,,,,,Florideophyceae,PTM-318,Yes,Canada,,2011 Aug 13,,2011,Patrick T. Martone,,,,,,,Bossiella,Crystal Kwong,1,2018,Unknown,51.66545,51.66545,,,-128.136033,-128.136033,,,Verbatim from Collector/Sheet,,Mid intertidal,UBC,,"ReturnedOn Loan to Martone Lab, 2014 Sep - Returned 2015 Sep","Hakai Luxvbalis Conservancy, Calvert Island, North Beach bench",,,,Corallina frondescens by Patrick T. Martone 2011,,Rhodophyta,Patrick T. Martone,,British Columbia,,,,,frondescens,,,,,,,,,,51.66545,,,-128.136033,,
A89670,"Bossiella sp. 5chiloensis, species determination supported by CO1 sequence Det. Patrick T. Martone and Katy R. Hind 2013, University of British Columbia Herbarium",,,,,,,PTM-368,Yes,Canada,,2013 Mar 23,5 m,2013,Patrick T. Martone and Katy R. Hind,,,,,,,Bossiella,Crystal Kwong,1,2018,Unknown,48.49441,48.49441,,,-124.29835,-124.29835,,,Verbatim from Collector/Sheet,,"Subtidal, boulders",UBC,,,"Juan de Fuca Provincial Park, Vancouver Island, Sombrio Point",,,,Bossiella chiloensis by Patrick T. Martone 2013,,,Patrick T. Martone,2014OctDani,British Columbia,,,,,sp.,,,,,,,,,,48.49441,,,-124.29835,,
A89671,"Bossiella sp. 5chiloensis, species determination supported by CO1 sequence Det. Patrick T. Martone and Katy R. Hind 2013, University of British Columbia Herbarium",,,,,,,PTM-369,Yes,Canada,,2013 Mar 23,5 m,2013,Patrick T. Martone and Katy R. Hind,,,,,,,Bossiella,Crystal Kwong,1,2018,Unknown,48.49441,48.49441,,,-124.29835,-124.29835,,,Verbatim from Collector/Sheet,,"Subtidal, boulders",UBC,,,"Juan de Fuca Provincial Park, Vancouver Island, Sombrio Point",,,,Bossiella chiloensis by Patrick T. Martone 2013,,,Patrick T. Martone,2014OctDani,British Columbia,,,,,sp.,,,,,,,,,,48.49441,,,-124.29835,,
A89672,"Bossiella sp. 2chiloensis, species determination supported by CO1 sequence Det. Patrick T. Martone and Katy R. Hind 2013, University of British Columbia Herbarium",,,,,,,PTM-370,Yes,Canada,,2013 Mar 23,,2013,Patrick T. Martone and Katy R. Hind,,,,,,,Bossiella,Crystal Kwong,1,2018,Unknown,48.49441,48.49441,,,-124.29835,-124.29835,,,Verbatim from Collector/Sheet,,Mid intertidal tidepool,UBC,,,"Juan de Fuca Provincial Park, Vancouver Island, Sombrio Point",,,,Bossiella chiloensis by Patrick T. Martone 2013,,,Patrick T. Martone,2014OctDani,British Columbia,,,,,sp.,,,,,,,,,,48.49441,,,-124.29835,,
A89673,"No genetic determination Det. Patrick T. Martone and Katy R. Hind 2013, University of British Columbia Herbarium",,,,,,,PTM-371,Yes,Canada,,2013 Mar 23,2 m,2013,Patrick T. Martone,,,,,,,Chiharaea,Crystal Kwong,1,2018,Unknown,48.49441,48.49441,,,-124.29835,-124.29835,,,Verbatim from Collector/Sheet,,"Near Phyllospadix sp., mid intertidal",UBC,,,"Juan de Fuca Provincial Park, Vancouver Island, Sombrio Point",On cobble,,,Chiharaea silvae by Patrick T. Martone 2013,,,Patrick T. Martone,2014OctDani,British Columbia,,,,,silvae,,,,,,,,,,48.49441,,,-124.29835,,
A89674,"Bossiella sp. 2chiloensis, species determination supported by CO1 sequence Det. Patrick T. Martone and Katy R. Hind 2013, University of British Columbia Herbarium",,,,,,,PTM-372,Yes,Canada,,2013 Mar 23,2 m,2013,Patrick T. Martone and Katy R. Hind,,,,,,,Bossiella,Crystal Kwong,1,2018,Unknown,48.49441,48.49441,,,-124.29835,-124.29835,,,Verbatim from Collector/Sheet,,"Near Phyllospadix sp., mid intertidal",UBC,,,"Juan de Fuca Provincial Park, Vancouver Island, Sombrio Point",On cobble,,,Bossiella chiloensis by Patrick T. Martone 2013,,,Patrick T. Martone,2014OctDani,British Columbia,,,,,sp.,,,,,,,,,,48.49441,,,-124.29835,,
A89675,"Bossiella frondescens, species determination supported by rbcL sequence Det. Patrick T. Martone and Katy R. Hind 2013, University of British Columbia Herbarium",,,,,,Florideophyceae,PTM-324,Yes,Canada,,2011 Aug 14,,2011,Patrick T. Martone,,,,,,,Bossiella,Crystal Kwong,1,2018,Unknown,51.64358,51.64358,,,-128.1581667,-128.1581667,,,Verbatim from Collector/Sheet,,Low tidepool,UBC,,"ReturnedOn Loan to Martone Lab, 2014 Sep - Returned 2015 Sep","Hakai Luxvbalis Conservancy, Calvert Island, Fifth Beach bench",,,,Corallina frondescens by Patrick T. Martone 2011,,Rhodophyta,Patrick T. Martone,,British Columbia,,,,,frondescens,,,,,,,,,,51.64358,,,-128.1581667,,
A89676,"Bossiella frondifera, species determination supported by CO1 sequence Det. Patrick T. Martone and Katy R. Hind 2013, University of British Columbia Herbarium",,,,,,Florideophyceae,PTM-373,Yes,Canada,,2013 Mar 23,2 m,2013,Patrick T. Martone and Katy R. Hind,,,,,,,Bossiella,Crystal Kwong,1,2018,Unknown,48.49441,48.49441,,,-124.29835,-124.29835,,,Verbatim from Collector/Sheet,,"Near Phyllospadix sp., near sand, mid intertidal",UBC,,"ReturnedOn loan to Soren Huber, Martone Lab, 2018 Jan (UBC_2018_A1) - Returned 2018 AprReturnedOn Loan to Martone Lab, 2014 Sep - Returned 2015 Sep","Juan de Fuca Provincial Park, Vancouver Island, Sombrio Point",On cobble,,,Bossiella plumosa by Patrick T. Martone 2013,,Rhodophyta,Patrick T. Martone,BossiellaLoan2018,British Columbia,,,,,frondifera,,,,,,,,,,48.49441,,,-124.29835,,
A89677,"Bossiella frondifera, species determination supported by CO1 sequence Det. Patrick T. Martone and Katy R. Hind 2013, University of British Columbia Herbarium",,,,,,Florideophyceae,PTM-374,Yes,Canada,,2013 Mar 23,5 m,2013,Patrick T. Martone and Katy R. Hind,,,,,,,Bossiella,Crystal Kwong,1,2018,Unknown,48.49441,48.49441,,,-124.29835,-124.29835,,,Verbatim from Collector/Sheet,,"Subtidal, boulders",UBC,,"ReturnedOn loan to Soren Huber, Martone Lab, 2018 Jan (UBC_2018_A1) - Returned 2018 AprReturnedOn Loan to Martone Lab, 2014 Sep - Returned 2015 Sep","Juan de Fuca Provincial Park, Vancouver Island, Sombrio Point",,,,Bossiella plumosa by Patrick T. Martone 2013,,Rhodophyta,Patrick T. Martone,BossiellaLoan2018,British Columbia,,,,,frondifera,,,,,,,,,,48.49441,,,-124.29835,,
A89678,"Bossiella frondescens species determination supported by CO1 sequence Det. Patrick T. Martone and Katy R. Hind 2013, University of British Columbia Herbarium",,,,,,Florideophyceae,PTM-375,Yes,Canada,,2013 Mar 24,,2013,Patrick T. Martone,,,,,,,Bossiella,Crystal Kwong,7,2018,Unknown,48.4064,48.4064,,,-123.32341,-123.32341,,,Verbatim from Collector/Sheet,,Mid intertidal,UBC,,"ReturnedOn Loan to Martone Lab, 2014 Sep - Returned 2015 Sep","Oak Bay, Vancouver Island, Victoria, Chinese Cemetery",,,,Corallina frondescens by Patrick T. Martone 2013,,Rhodophyta,Patrick T. Martone,,British Columbia,,,,,frondescens,,,,,,,,,,48.4064,,,-123.32341,,
A89679,"Bossiella frondescens species determination supported by CO1 sequence Det. Patrick T. Martone and Katy R. Hind 2013, University of British Columbia Herbarium",,,,,,Florideophyceae,PTM-376,Yes,Canada,,2013 Mar 24,,2013,Patrick T. Martone,,,,,,,Bossiella,Crystal Kwong,7,2018,Unknown,48.4064,48.4064,,,-123.32341,-123.32341,,,Verbatim from Collector/Sheet,,Mid intertidal,UBC,,"ReturnedOn Loan to Martone Lab, 2014 Sep - Returned 2015 Sep","Oak Bay, Vancouver Island, Victoria, Chinese Cemetery",,,,Corallina frondescens by Patrick T. Martone 2013,,Rhodophyta,Patrick T. Martone,,British Columbia,,,,,frondescens,,,,,,,,,,48.4064,,,-123.32341,,
A89680,"Bossiella frondescens species determination supported by CO1 sequence Det. Patrick T. Martone and Katy R. Hind 2013, University of British Columbia Herbarium",,,,,,Florideophyceae,PTM-377,Yes,Canada,,2013 Mar 24,,2013,Patrick T. Martone,,,,,,,Bossiella,Crystal Kwong,7,2018,Unknown,48.4064,48.4064,,,-123.32341,-123.32341,,,Verbatim from Collector/Sheet,,Mid intertidal,UBC,,"ReturnedOn Loan to Martone Lab, 2014 Sep - Returned 2015 Sep","Oak Bay, Vancouver Island, Victoria, Chinese Cemetery",,,,Corallina frondescens by Patrick T. Martone 2013,,Rhodophyta,Patrick T. Martone,,British Columbia,,,,,frondescens,,,,,,,,,,48.4064,,,-123.32341,,
A89681,"Bossiella sp. 5chiloensis, species determination supported by CO1 sequence Det. Patrick T. Martone and Katy R. Hind 2013, University of British Columbia Herbarium",,,,,,,PTM-378,Yes,Canada,,2013 Mar 23,5 m,2013,Patrick T. Martone and Katy R. Hind,,,,,,,Bossiella,Crystal Kwong,1,2018,Unknown,48.49441,48.49441,,,-124.29835,-124.29835,,,Verbatim from Collector/Sheet,,"Subtidal, boulders",UBC,,,"Juan de Fuca Provincial Park, Vancouver Island, Sombrio Point",,,,Bossiella chiloensis by Patrick T. Martone 2013,,,Patrick T. Martone,2014OctDani,British Columbia,,,,,sp.,,,,,,,,,,48.49441,,,-124.29835,,
A89682,"Bossiella sp. 5chiloensis, species determination supported by CO1 sequence Det. Patrick T. Martone and Katy R. Hind 2013, University of British Columbia Herbarium",,,,,,,PTM-379,Yes,Canada,,2013 Mar 23,5 m,2013,Patrick T. Martone and Katy R. Hind,,,,,,,Bossiella,Crystal Kwong,1,2018,Unknown,48.49441,48.49441,,,-124.29835,-124.29835,,,Verbatim from Collector/Sheet,,"Subtidal, boulders",UBC,,,"Juan de Fuca Provincial Park, Vancouver Island, Sombrio Point",,,,Bossiella chiloensis by Patrick T. Martone 2013,,,Patrick T. Martone,2014OctDani,British Columbia,,,,,sp.,,,,,,,,,,48.49441,,,-124.29835,,
A89683,"Bossiella sp. 2chiloensis, species determination supported by CO1 sequence Det. Patrick T. Martone and Katy R. Hind 2013, University of British Columbia Herbarium",,,,,,,PTM-380,Yes,Canada,,2013 Mar 23,2 m,2013,Patrick T. Martone and Katy R. Hind,,,,,,,Bossiella,Crystal Kwong,1,2018,Unknown,48.49441,48.49441,,,-124.29835,-124.29835,,,Verbatim from Collector/Sheet,,"Under Phyllospadix sp., mid intertidal",UBC,,,"Juan de Fuca Provincial Park, Vancouver Island, Sombrio Point",On cobble,,,Bossiella chiloensis by Patrick T. Martone 2013,,,Patrick T. Martone,2014OctDani,British Columbia,,,,,sp.,,,,,,,,,,48.49441,,,-124.29835,,
A89684,"Bossiella sp. 2chiloensis, species determination supported by CO1 sequence Det. Patrick T. Martone and Katy R. Hind 2013, University of British Columbia Herbarium",,,,,,,PTM-381,Yes,Canada,,2013 Mar 23,2 m,2013,Patrick T. Martone and Katy R. Hind,,,,,,,Bossiella,Crystal Kwong,1,2018,Unknown,48.49441,48.49441,,,-124.29835,-124.29835,,,Verbatim from Collector/Sheet,,"Under Phyllospadix sp., mid intertidal",UBC,,,"Juan de Fuca Provincial Park, Vancouver Island, Sombrio Point",On cobble,,,Bossiella chiloensis by Patrick T. Martone 2013,,,Patrick T. Martone,2014OctDani,British Columbia,,,,,sp.,,,,,,,,,,48.49441,,,-124.29835,,
A89685,"Bossiella sp. 5chiloensis, species determination supported by rbcL sequence Det. Katy R. Hind 2013, University of British Columbia Herbarium",,,,,,,PTM-334,Yes,Canada,,2011 Aug 15,,2013,Katy R. Hind,,resembles B. frondifera,,,,,Bossiella,Crystal Kwong,7,2018,Unknown,51.63825,51.63825,,,-128.1571,-128.1571,,,Verbatim from Collector/Sheet,,"Low intertidal, exposed point",UBC,,,"Hakai Luxvbalis Conservancy, Calvert Island, Fifth Beach",,,,Bossiella chiloensis by Patrick T. Martone 2011,,,Patrick T. Martone,2014OctDani,British Columbia,,,,,sp.,,,,,,,,,,51.63825,,,-128.1571,,
A89686,"Chiharaea rhododactyla, species determination supported by CO1 sequence Det. Patrick T. Martone and Katy R. Hind 2013, University of British Columbia Herbarium",,,,,,,PTM-382,Yes,Canada,,2013 Mar 23,2 m,2013,Patrick T. Martone,,,,,,,Chiharaea,Crystal Kwong,1,2018,Unknown,48.49441,48.49441,,,-124.29835,-124.29835,,,Verbatim from Collector/Sheet,,"Under Phyllospadix sp., mid intertidal",UBC,,,"Juan de Fuca Provincial Park, Vancouver Island, Sombrio Point",On cobble,,,Chiharaea rhododactyla by Patrick T. Martone 2013,,,Patrick T. Martone,2014OctDani,British Columbia,,,,,rhododactyla,,,,,,,,,,48.49441,,,-124.29835,,
A89687,"Bossiella sp. 2chiloensis, species determination supported by CO1 sequence Det. Patrick T. Martone and Katy R. Hind 2013, University of British Columbia Herbarium",,,,,,,PTM-383,Yes,Canada,,2013 Mar 23,2 m,2013,Patrick T. Martone and Katy R. Hind,,"serrated basal intergenicula; old growth, reproductive; compared to PTM-384",,,,,Bossiella,Crystal Kwong,1,2018,Unknown,48.49441,48.49441,,,-124.29835,-124.29835,,,Verbatim from Collector/Sheet,,"Near Phyllospadix sp., mid intertidal",UBC,,,"Juan de Fuca Provincial Park, Vancouver Island, Sombrio Point",On rock,,,Bossiella chiloensis by Patrick T. Martone 2013,,,Patrick T. Martone,2014OctDani,British Columbia,,,,,sp.,,,,,,,,,,48.49441,,,-124.29835,,
A89688,"Bossiella sp. 2chiloensis, species determination supported by CO1 sequence Det. Patrick T. Martone and Katy R. Hind 2013, University of British Columbia Herbarium",,,,,,,PTM-384,Yes,Canada,,2013 Mar 23,,2013,Patrick T. Martone and Katy R. Hind,,"note new growth, compare to PTM-383",,,,,Bossiella,Crystal Kwong,1,2018,Unknown,48.49441,48.49441,,,-124.29835,-124.29835,,,Verbatim from Collector/Sheet,,"Low intertidal, near Phyllospadix sp.",UBC,,,"Juan de Fuca Provincial Park, Vancouver Island, Sombrio Point",On rock,,,Bossiella chiloensis by Patrick T. Martone 2013,,,Patrick T. Martone,2014OctDani,British Columbia,,,,,sp.,,,,,,,,,,48.49441,,,-124.29835,,
A89689,"Bossiella frondescens, species determination supported by CO1 sequence Det. Patrick T. Martone and Katy R. Hind 2013, University of British Columbia Herbarium",,,,,,Florideophyceae,PTM-385,Yes,Canada,,2013 Mar 24,,2013,Patrick T. Martone,,,,,,,Bossiella,Crystal Kwong,7,2018,Unknown,48.4064,48.4064,,,-123.32341,-123.32341,,,Verbatim from Collector/Sheet,,Mid intertidal,UBC,,"ReturnedOn Loan to Martone Lab, 2014 Sep - Returned 2015 Sep","Oak Bay, Vancouver Island, Victoria, Chinese Cemetery",On limpet shell,,,Corallina frondescens by Patrick T. Martone 2013,,Rhodophyta,Patrick T. Martone,,British Columbia,,,,,frondescens,,,,,,,,,,48.4064,,,-123.32341,,
A89690,"Pseudolithophyllum sp. 19muricatum, species determination supported by CO1 sequence Det. Katy R. Hind 2013, University of British Columbia Herbarium","Crusticorallina muricata Det. Katharine R. Hind, Paul W. Gabrielson, C.P. Jensen, Patrick T. Martone 2016, University of British Columbia Herbarium",,,,Journal of Phycology 52(6):929-941,Florideophyceae,PTM-386,Yes,Canada,,2013 Mar 23,2 m,2016,"Katharine R. Hind, Paul W. Gabrielson, C.P. Jensen, Patrick T. Martone",,,,,,,Crusticorallina,Crystal Kwong,1,2018,Unknown,48.49441,48.49441,,,-124.29835,-124.29835,,,Verbatim from Collector/Sheet,,"Tidepool, epilithic",UBC,,,"Juan de Fuca Provincial Park, Vancouver Island, Sombrio Point",,,,Pseudolithophyllum muricatum by Patrick T. Martone 2013,,Rhodophyta,Patrick T. Martone,2014OctDani,British Columbia,,,,,muricata,"(Foslie) P.W.Gabrielson, Martone, K.R.Hind & C.P.Jensen",,,,,,,,,48.49441,,,-124.29835,,
A89691,"No genetic determination Det. Patrick T. Martone and Katy R. Hind 2013, University of British Columbia Herbarium",,,,,,,PTM-387,Yes,United States,,2013 May 06,,2013,Patrick T. Martone,,,,,,,Bossiella,Crystal Kwong,1,2018,Unknown,36.62125,36.62125,,,-121.90364,-121.90364,,,Verbatim from Collector/Sheet,,,UBC,,,"Hopkins Marine Station, Pacific Grove, Coralline bench",,,,Bossiella sp. by Patrick T. Martone 2013,,,Patrick T. Martone,2014OctDani,California,,,,,sp.,,,,,,,,,,36.62125,,,-121.90364,,
A89692,"No genetic determination Det. Patrick T. Martone and Katy R.Hind 2013, University of British Columbia Herbarium","Bossiella montereyensis, species ID supported by psbA and CO1 gene sequences (K. Hind and C. Jensen 2014) Det. Patrick Martone and Katy Hind 2015, University of British Columbia Herbarium",,,,,Florideophyceae,PTM-388,Yes,United States,"Accession number in publication is incorrect on pg 15 (but is correct in Figure 11, pg 16)",2013 May 06,10 m,2015,Patrick T. Martone and Katy Hind,,,,,,,Bossiella,Crystal Kwong,1,2018,Unknown,36.62125,36.62125,,,-121.90364,-121.90364,,,Verbatim from Collector/Sheet,,,UBC,,"ReturnedOn Loan to Martone Lab, 2014 Sep - Returned 2015 Oct","Hopkins Marine Station, Pacific Grove, Coralline bench",On mussel shell,,,Bossiella sp. by Patrick T. Martone 2013,,Rhodophyta,Patrick T. Martone,,California,,,,,montereyensis,,,,,HOLOTYPE of Bossiella montereyensis,,,,,36.62125,,,-121.90364,,
